"Código de barras",Código,Variantes,expected,counted
36600/2,36600/2,,1.0000,
36602/1,36602/1,,1.0000,
36604/2,36604/2,,1.0000,
36717/0,36717/0,,1.0000,
36720/0,36720/0,,1.0000,
3673280,36732/0,,2.0000,
36735/0,36735/0,,2.0000,
36737/0,36737/0,,2.0000,
36764/0,36764/0,,1.0000,
36782/0,36782/0,"1.4 8v (G3)",2.0000,
36804/0,36804/0,,1.0000,
36806/0,36806/0,,4.0000,
36855/0,36855/0,,5.0000,
37024/0,37024/0,,1.0000,
3758,3758,,1.0000,
378,"132 SP270H",,1.0000,
38000/0,38000/0,,1.0000,
38001/0,38001/0,,1.0000,
38004/0,38004/0,,0.0000,
38005/0,38005/0,,2.0000,
38006/0,38006/0,,1.0000,
38007/0,38007/0,"1.6 8v (404)",2.0000,
38008/0,38008/0,,1.0000,
38009/0,38009/0,,1.0000,
38011/0,38011/0,"2.5 8v TDI",0.0000,
38013//0,38013/0,,3.0000,
38014/0,38014/0,,2.0000,
38015/0,38015/0,,3.0000,
38017/0,38017/0,,2.0000,
38019/0,38019/0,,2.0000,
38020/0,38020/0,,1.0000,
38022/0,38022/0,,2.0000,
38023/0,38023/0,,1.0000,
38024/0,38024/0,,2.0000,
38029/0,38029/0,,2.0000,
38031/0,38031/0,,1.0000,
38036/0,38036/0,,1.0000,
38047/0,38047/0,,1.0000,
382,"151 SP254",,3.0000,
3PK0668,"3PK 668",,1.0000,
3PK0760,"3PK 760",,2.0000,
3PK0905,3PK0905,,1.0000,
4000100,4000100,,2.0000,
4000101,4000101,,8.0000,
4000126,4000126,"3.1 8v TD (4JG2)",-1.0000,
4000138,4000138,,2.0000,
4000139,4000139,"2.7 8v TD (TD27)",-1.0000,
4000152,4000152,,1.0000,
4000153,4000153,,3.0000,
4000181,4000181,,5.0000,
40506/0,40506/0,,1.0000,
40825X25HSN,"158 SHPN254H",,1.0000,
40836X17HSN,"134 SHPN170H",,2.0000,
4093253,"TC 04093253 3M",,1.0000,
40956X22HSN'143,"124 P8SD220H",,1.0000,
41118x3-4'143,"118 SP190H",,2.0000,
41129X7-8BRA'1,"129 SP220",,1.0000,
4309031,JSA-188-11,,9.0000,
4320170,"04320170 MLS",,1.0000,
4340-A,4340-A,,8.0000,
4341-E,4341-E,,8.0000,
45136X25'143,"136 SHX254X",,1.0000,
460395-3M,"JD 460395 3M",,2.0000,
4625G,4625G,,1.0000,
465,465,,3.0000,
47,"111 SP170H","1.0 8v",-2.0000,
4K0675,"4K 675",,1.0000,
4PK0938,"4PK 938",,1.0000,
5-87810-837-0,JR-TH022,,1.0000,
5-87811-292-0,TH020,,0.0000,
5-87812-732-4,TH021,"3.1 8v TD (4JG2)",3.0000,
5010874022553,"6526M STD",,1.0000,
5010874492806,"F42015 STD",,1.0000,
501POL,501POL,,3.0000,
503Pol,503Pol,,2.0000,
50441/0,50441/0,,1.0000,
505Pol,505Pol,,4.0000,
508Pol,508Pol,,0.0000,
510,510,,1.0000,
51721VJ,51721VJ,,2.0000,
51724PJ,51724PJ,,3.0000,
51731VJ,51731V,,4.0000,
52001VJ,5200VJ,,3.0000,
52032V,52032V,"1.2 8v (D7F)",-1.0000,
52048V,52048V,,2.0000,
52081V,52081V,,3.0000,
"53005V J",53005V,,3.0000,
53030778,53030778,,8.0000,
5338,5338,"1.0 8v (ZETEC ROCAM)",-14.0000,
544Pol,564Pol,,1.0000,
546Pol,546Pol,,0.0000,
5473,5473,,3.0000,
550POL,550Pol,,5.0000,
553Pol,553Pol,,6.0000,
5570P,"5570P / 8422P",,1.0000,
5587XS'143,"144 SP+254H",,1.0000,
560695-3M,"JD 560695 3M",,1.0000,
560Pol,560Pol,,1.0000,
561Pol,561Pol,"1.8 8v (F3P)",-1.0000,
564Pol,564Pol,,5.0000,
5651,5651,,2.0000,
5652,5652,,2.0000,
566Pol,566Pol,,10.0000,
5699,5699,,1.0000,
5806P,5806P,,1.0000,
58096x17'143,"096 SP170H",,1.0000,
581Pol,581Pol,,1.0000,
585000A,"585000 A STD",,1.0000,
585035A,"585038 A 0.50",,1.0000,
594Pol,594Pol,,5.0000,
594Polb,594Polb,,0.0000,
5K1747,"5PK 1747",,1.0000,
5PK1145,5PK1145,,2.0000,
5PK1815,"5PK 1815",,0.0000,
5PK1905,"5PK 1905",,1.0000,
6030/A,6030/A,,0.0000,
60309/0,60309/0,,7.0000,
60310/0,60310/0,,7.0000,
60328/0,60328/0,,1.0000,
6037,6037,,0.0000,
6053,6053/B,,0.0000,
6078,6078,,0.0000,
6089I,6089I,,0.0000,
611VIT,611VIT,,6.0000,
6160,6160,,0.0000,
6174,6174,,1.0000,
6177,6177,,1.0000,
6178,6178,,2.0000,
6186,6186,,0.0000,
6196,6196,,0.0000,
"631000 A","SC-631-000-A STD",,1.0000,
631035A,"631035 A 0.50",,1.0000,
"6311 A","6311 A",,4.0000,
6323,6323,,1.0000,
6325,6325,,0.0000,
6329,6329,,2.0000,
6332,6332,,0.0000,
6355,6355,,0.0000,
"64 7329 STD","64 7329 STD",,0.0000,
"64 7346-STD","64 7346 STD",,1.0000,
"64 7380-std","64 7380 STD",,1.0000,
645,645,,2.0000,
6495,6495,,1.0000,
6498,6498,,1.0000,
6615,6615,,0.0000,
6626,6626,,0.0000,
6627,6627,,0.0000,
6630,6630,,1.0000,
683000A,"683000 A STD",,0.0000,
683036A,"683036 A 0.60",,0.0000,
699000A,"699000 A STD",,1.0000,
699036A,"699036 A 0.60",,1.0000,
6K1554,"6PK 1554",,0.0000,
6K1564,6K1564,,2.0000,
6PK0894,"6PK 0894",,1.0000,
6PK0986,"6PK 0986",,1.0000,
6PK1165,"6PK 1165",,1.0000,
6PK1180,"6PK 1180",,1.0000,
6PK1365,"6PK 1365",,1.0000,
6PK1388,"6PK 1388",,1.0000,
6PK1400,"6PK 1400",,1.0000,
6PK1565,"6PK 1565","1.6 16v (TU5JP4)",-2.0000,
6PK1588,"6PK 1588",,1.0000,
6PK1660,"6PK 1660",,1.0000,
6PK1675,"6PK 1675",,1.0000,
6PK1700,6PK1700,,1.0000,
6PK1710,"6PK 1710",,1.0000,
6PK1740,"6PK 1740",,1.0000,
6PK1760,"6PK 1760",,1.0000,
6PK1765,"6PK 1765",,1.0000,
6PK1822,"6PK 1822",,0.0000,
6PK1875,"6PK 1875",,2.0000,
6PK1930,"6PK 1930",,1.0000,
6PK938,"6PK 938",,1.0000,
70036/0,70036/0,,2.0000,
7316572333501,"VKMA 01107 A",,3.0000,
76131x1'143,"131 SP+254H",,1.0000,
7700418919,7700418919,,40.0000,
7700732262,7700732262,,27.0000,
7700867867,7700867867,,4.0000,
7790327048337,"80 3186 - STD",,1.0000,
7790327048580,"803430 - STD",,0.0000,
7790327049709,"CTR 1199 STD",,1.0000,
7790327053249,"809001 STD",,1.0000,
7790327057216,"813667 - STD",,0.0000,
7790327057254,"819001 0.50",,1.0000,
7790327063750,"809006 - STD",,0.0000,
7790528100100,"RPM 64-4689 STD",,1.0000,
7790528100148,"RPM 64-4689 0.60",,1.0000,
7790528100209,"RPM 64-4089 STD",,1.0000,
7790528100230,"RPM 64-4089 0.50",,1.0000,
7790528100308,"YRA8603 STD",,1.0000,
7790528100339,"RPM 64-7378 0.50",,1.0000,
7790528100407,"RPM 64-3992 STD",,0.0000,
7790528100438,"RPM 64-3992 0.50",,0.0000,
7790528100506,"RPM 64-7115 STD",,0.0000,
7790528100544,"RPM 64-7115 0.60",,1.0000,
7790528100704,"RPM 64-7138 STD",,0.0000,
7790528100742,"RPM 64-7138 0.50",,1.0000,
7790537016393,03022V,,0.0000,
7791118100111,"10-372/4 A 010",,1.0000,
7791118105901,"10-141/4F STD",,4.0000,
7791118106007,"20-885/5F STD",,2.0000,
7793960008386,"JD - 1M",,1.0000,
7793960008423,"JD 230195 4M",,0.0000,
7793960008560,"JD 230195 1M",,1.0000,
7793960025819,"JD - 1M",,1.0000,
7793960025826,"JD - 2M",,0.0000,
7793960025833,"JD - 0M",,1.0000,
7793960025840,"JD - 1M",,1.0000,
7793960032237,"JD - 0M",,1.0000,
7793960037690,910100-R,,1.0000,
7793960042069,"Sin codigo",,1.0000,
7793960233955,"JD 1M",,1.0000,
7793960285077,TC-896-15,,1.0000,
7793960911082,910108,,1.0000,
7798159791315,"92 3992 - STD",,1.0000,
7798159791896,"64 4712 0.50",,1.0000,
7891252052458,5245,,0.0000,
7891252057729,5772,,0.0000,
7892415595881,"PC43430 0.50",,1.0000,
7892415599568,"PCC88316 STD",,0.0000,
7892415599575,"PCC88316 0.60",,1.0000,
7892415599865,"EMA7612 STD",,1.0000,
7892415601148,"PC83186 STD",,0.0000,
7892415603470,"PC46129 STD",,1.0000,
7892415642912,"21360-E / 4185 E",,16.0000,
7892415820419,"1360 A",,16.0000,
7892415949080,PF0630068,,1.0000,
7894758080376,"114 SP+254H",,1.0000,
7898591240225,"TC-791-20 1M",,1.0000,
7898591240485,"TC-792-20 2M",,1.0000,
7898591240669,"TC-793-20 3M",,1.0000,
7898591240829,"TC-538-20 2M",,2.0000,
7898591240935,"TC-538-20 3M",,4.0000,
7898591240973,"TC-538-20 4M",,2.0000,
7898591241499,TC-705-15,,4.0000,
7898591241505,TC-597-15,,6.0000,
7898591241512,TC-552-15,,2.0000,
7898591241543,TC-165-15,,1.0000,
7898591241673,TC-629-15,,2.0000,
7898591241727,TC-600-15,,1.0000,
7898591241796,TC-250-15,,2.0000,
7898591241826,TC-728-15,,4.0000,
7898591241857,TC-727-15,,2.0000,
7898591241864,TC-596-15,,4.0000,
7898591241963,TC-784-15,,4.0000,
7898591242038,TC-497-15,,5.0000,
7898591242250,TC-421-15,,2.0000,
7898591242298,TC-334-15,,5.0000,
7898591242304,TC-331-15,,3.0000,
7898591242359,TC-607-20,,1.0000,
7898591242366,TC-361-01,,1.0000,
7898591242397,TC-612-15,,2.0000,
7898591242403,TC-712-15,,4.0000,
7898591242557,TC-726-MG,,1.0000,
7898591242564,TC-726-15,,3.0000,
7898591242595,TC-618-15,,3.0000,
7898591242618,TC-448-15,,3.0000,
7898591242625,TC-536-15,"1.3 8v (MPI)",-5.0000,
7898591242656,TC-648-15,,4.0000,
7898591242687,TC-787-15,,2.0000,
7898591242700,TC-785-15,,3.0000,
7898591242786,TC-595-15,,1.0000,
7898591242809,TC-529-15,,3.0000,
7898591242878,TC-535-15,,3.0000,
7898591242953,TC-443-15,,2.0000,
7898591243011,TC-454-15,,2.0000,
7898591243219,JR-540-15,,1.0000,
7898591243257,JR-333-15,,5.0000,
7898591243370,JR-319-15,,1.0000,
7898591243455,JR-537-15,,1.0000,
7898591243875,JR-341-15,,1.0000,
7898591244247,JR-390-15,,0.0000,
7898591244360,JR-164-15,,2.0000,
7898591245220,JR-509-15,,0.0000,
7898591245671,JR-343-15,,1.0000,
7898591245701,JR-344-15,,1.0000,
7898591245725,JR-342-15,,2.0000,
7898591245886,JR-286-15,,1.0000,
7898591246296,JR-516-15,,1.0000,
7898591246449,JR-360-15,,2.0000,
7898591246630,SJ-259,,2.0000,
7898591246869,2199110,,0.0000,
7898591246883,2199210,,5.0000,
7898591247057,"JD-521-15 Suzuki Chevrolet 1.0 8v",,2.0000,
7898591247125,JD-540-15,,2.0000,
7898591247194,JD-319-15,,6.0000,
7898591247248,JD-380-15,,2.0000,
7898591247279,JD-537-15,,0.0000,
7898591247453,"JD-493-15 Fiat Fire 1.3 16v Palio Siena",,1.0000,
7898591247538,JD-496-15,,4.0000,
7898591247613,JD-382-15,,2.0000,
7898591247835,JD-389-15,,2.0000,
7898591247927,JD-101-15,,2.0000,
7898591248078,JD-113-01,,1.0000,
7898591248153,JD-509-15,,1.0000,
7898591248184,JD-176-15,,3.0000,
7898591248320,"JD-299-15 Renault 1.4 8v Trafic. R9. R11",,1.0000,
7898591248337,JD-144-15,,1.0000,
7898591248351,JD-170-15,,2.0000,
7898591248375,JD-343-15,,2.0000,
7898591248399,"JD-344-15 Renault 1.6 8v K7M Kangoo",,2.0000,
7898591248474,JD-140-15,,2.0000,
7898591248702,JD-130-15,,3.0000,
7898591248726,JD-510-15,,3.0000,
7898591248740,JD-171-15,,2.0000,
78985912488689,JD-516-15,,2.0000,
7898591249556,"TC-793-20 4M",,1.0000,
7899852707174,JVS-266-43,,3.0000,
79405,79405,,1.0000,
8-94312-587-0,JR-TH026,,2.0000,
80004199150012,JR-199-15,,1.0000,
8001201200017,TC-201-20,,1.0000,
8001201770015,TC-201-MG,,1.0000,
8001206150010,TC-206-15,,1.0000,
8001208150018,TC-208-15,,1.0000,
8001210150013,TC-210-15,,3.0000,
8001211150012,TC-211-15,,1.0000,
8001273200014,"TC-272-20 3M",,1.0000,
8001358150012,TC-358-15,,2.0000,
8001359200013,TC-359-20,,2.0000,
8001378150016,TC-378-15,,2.0000,
8001405150019,TC-405-15,,2.0000,
8001409150015,TC-409-15,,2.0000,
8001418150013,TC-418-15,,2.0000,
8001426150012,TC-426-15,,3.0000,
8001428150010,TC-428-15,,3.0000,
8001450200011,TC-450-20,,1.0000,
8001453150016,TC-453-15,,2.0000,
8001511200011,"TC-512-20 1M",,3.0000,
8001512200010,"TC-512-20 2M",,2.0000,
8001513200019,"TC-512-20 3M",,1.0000,
8001525150012,TC-525-15,,2.0000,
8001530150014,TC-530-15,,3.0000,
8001531200015,"TC-538-20 1M",,1.0000,
8001533200013,"TC-538-20 5M",,1.0000,
8001534150010,TC-534-15,,2.0000,
8001547200016,"TC-608-20 1M",,1.0000,
8001554200016,TC-554-20,,2.0000,
8001554770014,TC-554-MG,,1.0000,
8001561200016,"TC-512-20 4M",,1.0000,
8001562200015,"TC-563-20 2M",,2.0000,
8001563200014,"TC-563-20 3M",,5.0000,
8001598150018,TC-598-15,,4.0000,
8001608200016,"TC-608-20 3M",,1.0000,
8001616150013,TC-616-15,,2.0000,
8001631200014,"TC-633-20 1M",,2.0000,
8001631770012,"TC-631-MG 1M",,2.0000,
8001632200013,"TC-633-20 2M",,2.0000,
8001632770011,"TC-632-MG 2M",,1.0000,
8001633200012,"TC-633-20 3M",,3.0000,
8001633770010,"TC-633-MG 3M",,1.0000,
8001634200011,"TC-633-20 4M",,2.0000,
8001635200010,"TC-637-20 1M",,1.0000,
8001636200019,"TC-637-20 2M",,1.0000,
8001637200018,"TC-637-20 3M",,2.0000,
8001638200017,"TC-637-20 4M",,2.0000,
8001641200011,"TC-643-20 1M",,4.0000,
8001641770019,"TC-643-MG 1M",,1.0000,
8001642200010,"TC-643-20 2M",,4.0000,
8001642770018,"TC-643-MG 2M",,1.0000,
8001643200019,"TC-643-20 3M",,1.0000,
8001643770017,"TC-643-MG 3M",,1.0000,
8001646200016,"TC-563-20 1M",,1.0000,
8001650200019,"TC-643-20 4M",,2.0000,
8001651200018,"TC-652-20 2M",,1.0000,
8001651770016,"TC-652-MG 2M",,1.0000,
8001652200017,"TC-652-20 3M",,3.0000,
8001652770015,"TC-652-MG 3M",,2.0000,
8001653200016,"TC-652-20 4M",,1.0000,
8001653770014,"TC-652-MG 4M",,1.0000,
8001654200015,"TC-652-20 1M",,1.0000,
8001654770013,"TC-652-MG 1M",,1.0000,
8001657200012,"TC-633-20 5M",,1.0000,
8001661200015,"TC-663-20 2M",,1.0000,
8001661770013,"TC-663-MG 2M",,1.0000,
8001662200014,"TC-663-20 1M",,2.0000,
8001662770012,"TC-663-MG 1M",,1.0000,
8001663200013,"TC-663-20 3M",,0.0000,
8001663770011,"TC-663-MG 3M",,1.0000,
8001664200012,"TC-663-20 4M",,1.0000,
8001665200011,"TC-663-20 5M",,2.0000,
8001671200012,"TC-671-20 2M",,1.0000,
8001672200011,"TC-672-20 1M",,1.0000,
8001673200010,"TC-673-20 3M",,1.0000,
8001725150010,TC-725-15,,1.0000,
8001795150002,TC-795-15,,2.0000,
8001796150001,TC-796-15,,2.0000,
8001903200018,"TC-905-20 0M",,1.0000,
8001904200017,"TC-905-20 1M",,1.0000,
8001905200016,"TC-905-20 2M",,1.0000,
8003132000056,JSA-132,,5.0000,
8004122150010,JR-122-15,,1.0000,
8004137150012,JR-137-15,,1.0000,
8004140150016,JR-140-15,,1.0000,
8004200200019,JR-200-20,,1.0000,
8004212150012,JR-212-15R,,1.0000,
8004213150011,JR-213-15,,13.0000,
8004232150016,JR-232-15,,1.0000,
8004233150015,JR-233-15,,1.0000,
8004250150012,JR-250-15,,2.0000,
8004253150019,JR-253-15,,0.0000,
8004274150012,JR-274-15,,2.0000,
8004276150010,JR-276-15,,1.0000,
8004283150010,JR-283-15,,1.0000,
8004294150016,JR-294-15,,1.0000,
8004296150014,JR-296-15,,2.0000,
8004298150012,JR-298-15,"1.4 8v (R12)",0.0000,
8004302150014,JR-302-15,,1.0000,
8004317150016,JR-317-15,,1.0000,
8004326150014,JR-326-15,,1.0000,
8004337150010,JR-337-15,,1.0000,
8004339150018,JR-339-15,,1.0000,
8004340150014,JR-340-15,,0.0000,
8004353150018,JR-353-15,,1.0000,
8004356150015,JR-356-15,,1.0000,
8004373150012,JR-373-15,,2.0000,
8004374150011,JR-374-15,,1.0000,
8004385150017,JR-385-15,,1.0000,
8004388150014,JR-388-15,,2.0000,
8004389150013,JR-389-15,,1.0000,
8004480150011,JR-480-15,,1.0000,
8004492150016,JR-492-15,,1.0000,
8004493150015,JR-493-15,,0.0000,
8004510150011,JR-510-15,,3.0000,
8004521150017,JR-521-15,,3.0000,
8005320430010,JC-320-43,,4.0000,
8006244230052,JVS-244-23,,4.0000,
8012,8012,,3.0000,
8012103150010,"JD-103-15 Chevrolet 230 / 250 3.2cc",,1.0000,
8012104150019,JD-104-15,,1.0000,
8012108150015,JD-108-15,,1.0000,
8012109150004,JD-109-15,,2.0000,
8012113000015,JD-113-ST,,2.0000,
8012116150014,JD-116-15,,1.0000,
8012117150013,JD-117-15,,4.0000,
8012119200013,JD-119-20,,2.0000,
8012120150017,"JD-120-15 Peugeot 504 1.800cc 8v",,2.0000,
8012122150015,"JD-122-15 Renault R12 1.4 8v",,1.0000,
8012129150018,JD-129-15,,2.0000,
8012135150019,JD-135-15,,1.0000,
8012136150018,"JD-136-15 Fiat Tipo 1.5 8v Regatta 128",,3.0000,
8012138000014,JD-138-ST,,2.0000,
8012143150018,JD-143-15,,2.0000,
8012145150016,"JD-145-15 Fiat 600 S / 133 8v",,2.0000,
8012146150015,JD-146-15,,1.0000,
8012147150014,JD-147-15,,1.0000,
8012148000011,JD-148-ST,,4.0000,
8012152000014,JD-152-ST,,1.0000,
8012153000013,JD-153-ST,,1.0000,
8012163000010,JD-163-ST,,1.0000,
8012164000019,JD-164-ST,,1.0000,
8012166000017,JD-166-ST,,1.0000,
8012168150017,JD-168-15,,1.0000,
8012169150016,JD-169-15,,2.0000,
8012173000017,JD-173-ST,,3.0000,
8012174000016,JD-174-ST,,1.0000,
8012212150017,JD-212-15,,1.0000,
8012222150014,JD-222-15,,2.0000,
8012257000018,JD-257-ST,,3.0000,
8012274000015,"JD-274-ST Chevrolet 1.7 8v 4EE1 D y TD",,2.0000,
8012281200019,"JD-281-20 Maxion 3.9 / 4.0 / 4.1 S4T DIE",,1.0000,
8012296150019,JD-296-15,,1.0000,
8012333150019,JD-333-15,,2.0000,
8012335150017,JD-335-15,,1.0000,
8012339150013,JD-339-15,,1.0000,
8012353150013,JD-353-15,,1.0000,
8012374150016,JD-374-15,,1.0000,
8012385770012,JD-385-15,,2.0000,
8012388150019,"JD-388-15 Ford Zetec Rocam 1.0 8v",,1.0000,
8012390150014,JD-390-15,,1.0000,
8012396150018,"JD-396-15 Peugeot 2.0 8v inyeccion",,2.0000,
8012492150011,JD-492-15,,1.0000,
8012717000015,JD-717-ST,,3.0000,
8013210000014,SJ-210,,1.0000,
8013213000011,SJ-213,,1.0000,
8013215000019,SJ-215,,0.0000,
8013235000013,SJ-235,,0.0000,
8013249000016,SJ-249,,0.0000,
8013257000015,SJ-257,,2.0000,
8013265000014,SJ-265,,0.0000,
8013271000015,SJ-271,,0.0000,
8013272000014,SJ-272,,0.0000,
8013274000012,SJ-274,,1.0000,
8013367000011,SJ-367,,2.0000,
8013379000016,SJ-379,,4.0000,
8013504000010,SJ-504,,0.0000,
8019036000016,BU-036,,0.0000,
8019504000012,BU-504,,0.0000,
8020991000010,2099110,,12.0000,
8020992000019,2099210,,12.0000,
80232,JR-80232,,1.0000,
"81 3186 STD","813186 - STD",,0.0000,
8152985000017,RT-2985A,,2.0000,
8159205430012,9205Pol,,6.0000,
8159269430010,9269Pol,,1.0000,
"82 3186 STD","823186 - STD",,1.0000,
8218,8218,,0.0000,
82405,82405,,1.0000,
82450,"82450 1M",,1.0000,
82451,"82451 2M",,1.0000,
82452,"82452 3M",,1.0000,
82505,82505,,1.0000,
8455,8455,,0.0000,
8533R,8533R,,0.0000,
855-AC,"855-A / 1666 A",,8.0000,
8606Vit,8606Vit,,4.0000,
866313,866313,,4.0000,
873774,873774,,4.0000,
8797VIT,8797Vit,,20.0000,
8ABY-10-271,JR-TH050,,2.0000,
8ASX-10-271B,SJ-TH054,,1.0000,
90411829,90411829,"1.4 8v (EFI)",-1.0000,
90467348,90467348,"1.6 8v (C16SE)",-3.0000,
908010,908010,,14.0000,
908048,908048,,12.0000,
908055,908055,,6.0000,
908058,908058,,10.0000,
908098,908098,"1.9 D (F8Q)",-1.0000,
908521,908521,,5.0000,
908545,908545,"2.3 16v JTD Multijet (F1AE)",-2.0000,
908725,908725,,1.0000,
908726,908726,,5.0000,
908746,"YHI37 / 908746",,1.0000,
908761,908761,,1.0000,
908765,908765,,8.0000,
908767,908767,,1.0000,
909023,909023,,0.0000,
909025,909025,,7.0000,
910107,910107,,1.0000,
910512,910512,"2.3 8v (4ZD1)",-1.0000,
"92 3089-0.60","92 3089 0.60",,1.0000,
"92 3089-STD","92 3089 STD",,1.0000,
"92 3344-STD","92 3344 STD",,1.0000,
"92 3451-STD","92 3451 STD",,0.0000,
"92 4089-STD","92 4089 STD",,2.0000,
"92 5393 STD","92 5393 STD",,0.0000,
"92 5685-STD","92 5685 STD",,0.0000,
"92 7169-STD","92 7169 STD",,1.0000,
"92 7193-STD","92 7123 STD",,1.0000,
92061099,JR-TH012,,1.0000,
9239,9239,,2.0000,
9250,9250,,2.0000,
9278Pol,9278Pol,,5.0000,
938M6500,B5935000,,1.0000,
940007,940007,,2.0000,
940010,940010,,1.0000,
94732,"137 SHX254H","1.9 8v D",0.0000,
94808,"140 SP+254H",,3.0000,
9623Vit,9623Vit,,0.0000,
9648Vit,9648Vit,,2.0000,
9649Vit,9649Vit,,2.0000,
98085X22'143,"085 SHDN220",,1.0000,
98116X22'143,"116 SHDN220H",,1.0000,
9870Vit,9870Vit,,1.0000,
9872Vit,9872Vit,,1.0000,
9910Vit,9910Vit,,1.0000,
99138X15'143,"138 SHPN150",,2.0000,
A14430,"A14430 0.30",,1.0000,
AA591,591,,1.0000,
"AL 0155","AL 0155",,2.0000,
"AL 140","AL 140 A",,1.0000,
"AL 4090","AL 4090",,2.0000,
"al 755",755,"1.4 8v (EFI)",0.0000,
"AL- 140",140,,0.0000,
AL-024M,024M,,1.0000,
AL-060,60,,2.0000,
AL-093M,093M,,0.0000,
AL-110,110,,0.0000,
AL-116,116,,1.0000,
AL-117,117,,1.0000,
AL-122,122,,1.0000,
AL-126,126,,1.0000,
AL-127,127,,1.0000,
AL-129,129,,1.0000,
AL-131,131,,1.0000,
AL-132,132,,0.0000,
AL-140,140,,1.0000,
AL-141,141,,1.0000,
AL-146,146,,2.0000,
AL-148,148,,2.0000,
AL-149,149,,1.0000,
AL-151,151,,1.0000,
AL-152,152,,1.0000,
AL-153,153,,4.0000,
AL-154,154,,1.0000,
AL-156,156,,0.0000,
AL-157,157,,1.0000,
AL-161,161,,1.0000,
AL-162,162,,1.0000,
AL-163,163,,2.0000,
AL-165,165,,1.0000,
AL-166,166,,1.0000,
AL-178,178,,0.0000,
AL-189,189,,1.0000,
AL-191,191,,1.0000,
AL-194,194,,0.0000,
AL-199,199,,1.0000,
AL-2610,"2610 A",,0.0000,
AL-330,330,,2.0000,
AL-350,350,,1.0000,
AL-36234/0,36234/0,,1.0000,
AL-370,370,"1.9 D (F8Q)",-2.0000,
AL-373,373,,3.0000,
AL-375,375,,1.0000,
AL-380,380,,2.0000,
AL-385,385,,3.0000,
AL-4093,4093,,2.0000,
AL-467,467,,0.0000,
AL-535,535,,1.0000,
AL-590,590,,2.0000,
AL-640,640,,0.0000,
AL-757,757,,2.0000,
AL-759,759,,52.0000,
AL-760,760,,2.0000,
AL-EF2706,2706,,0.0000,
AL096,AL096,"1.9 8v TDI (Iny. Bomba)",-1.0000,
AL360,360,,1.0000,
AL469,469,,1.0000,
AL5927BB,AL5927BB,,0.0000,
AL5930AB,AL5930AB,"1.0 8v (ZETEC ROCAM)",0.0000,
ar00462141285,"VKMA 01000 A",,2.0000,
AR00462151218,"VKMA 01010 A",,1.0000,
arbchev1.4,ARB014,,-1.0000,
B141000,B1410000,,4.0000,
B244000,B244000,,1.0000,
B260200,B260200,,0.0000,
B280400,B280400,,4.0000,
B570900,B570900,,2.0000,
B5910210,B5910210,,1.0000,
B5912300,B5912300,,1.0000,
B7050000,B7050000,,0.0000,
B900900,B900900,,3.0000,
B920100,B920100,,4.0000,
B940000,B940000,,3.0000,
"BA 195","BA 195",,1.0000,
"BA 388","BA 388",,1.0000,
"BA 520","BA 520","1.4 8v (Tipo)",-1.0000,
"BA 543","BA 543",,2.0000,
"BA 653","BA 653",,1.0000,
ba009,BA009,,1.0000,
BA034,BA034,,1.0000,
BA039,BA039,,0.0000,
BA041,BA041,,2.0000,
BA042,BA042,,1.0000,
BA050,BA050,,1.0000,
ba075,BA075,,1.0000,
BA076,BA076,,2.0000,
BA083,BA083,,1.0000,
BA087,BA087,,1.0000,
ba1046,BA1046,,-4.0000,
BA1075,BA1075,,1.0000,
ba1076,BA1076,,1.0000,
BA1179,BA1179,"1.4 8v (Tipo)",-1.0000,
BA120,"BA 120",,2.0000,
ba140,BA140,,2.0000,
BA159,"BA 159",,2.0000,
BA160,"BA 160",,0.0000,
BA172,"BA 172",,1.0000,
BA180,"BA 180",,1.0000,
BA191,"BA 191",,1.0000,
BA192,"BA 192",,1.0000,
ba193,BA193,"1.0 8v",-1.0000,
ba204,BA204,,1.0000,
BA214,BA214,,1.0000,
BA220,BA220,,1.0000,
BA221,BA221,,3.0000,
BA230,BA230,,1.0000,
ba243,BA243,,1.0000,
BA244,BA244,,1.0000,
BA245,BA245,,1.0000,
BA252,BA252,"1.9 8v D (XUD9)",-1.0000,
BA305,BA305,,2.0000,
BA320,BA320,,2.0000,
BA330W,BA330W,,1.0000,
BA340,"BA 340",,1.0000,
BA370,"BA 370",,1.0000,
BA380,"BA 380",,1.0000,
BA386,BA386,,2.0000,
BA387,"BA 387",,2.0000,
BA393,"BA 393",,1.0000,
BA408,"BA 408",,2.0000,
BA414,BA414,,1.0000,
ba419,BA419,,1.0000,
ba434,BA434,,1.0000,
BA439,"BA 439",,2.0000,
BA441,"BA 441",,1.0000,
ba442,BA442,"1.3 8v (Fire)",3.0000,
ba446,BA446,,1.0000,
BA457,"BA 457",,1.0000,
BA460,BA460,,0.0000,
BA460-1,"BA 460",,1.0000,
BA465,"BA 465",,1.0000,
ba473,BA473,,1.0000,
BA477,BA477,,1.0000,
ba479,BA479,,1.0000,
BA491,"BA 491",,1.0000,
ba504,BA504,"1.0 8v",1.0000,
BA535,BA535,,0.0000,
BA540,BA540,"1.7 8v D",0.0000,
BA544,BA544,,3.0000,
BA545,"BA 545",,2.0000,
BA547,"BA 547",,1.0000,
BA585,"BA 585",,1.0000,
BA589,"BA 589",,2.0000,
ba592,BA592,,1.0000,
BA594,BA594,,1.0000,
BA610,"BA 610",,1.0000,
